,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
3247,FRUTA DE LEITE,722.0,44.9819,2.69252,27.9778,3.73961,37.6731,13.5082,30.0554,10.8033,766.807,0.0,3.1856,45.9834,MG
3248,SANTA BARBARA DO LESTE,973.0,9.34446,3.11408,3.90545,83.556,4.111,21.1247,4.5221,5.44707,3781.99,0.0,48.9209,73.6896,MG
3249,AGUAS LINDAS DE GOIAS,32.0,65.3575,5.25,12.5,9.375,53.125,37.1084,21.875,15.625,8399.08,3420.0,28.125,37.5,GO
3250,FAZENDA NOVA,927.0,123.929,3.05825,1.51025,0.323625,97.411,72.7104,51.4563,45.4153,2788.77,0.0,23.5167,50.1618,GO
3251,RIO DO PRADO,275.0,109.353,3.26545,7.27273,1.81818,90.1818,77.4929,57.0909,22.5455,2150.23,0.0,1.45455,59.2727,MG
3252,PETROLINA DE GOIAS,955.0,45.266,3.0356,5.75916,5.65445,82.8272,71.8285,38.0105,48.5864,1851.42,2955.0,31.5183,49.2147,GO
3253,BRASILIA DE MINAS,2463.0,32.3514,3.04304,25.9846,0.406009,71.0516,42.3143,32.2371,15.7125,1016.9,0.0,5.52172,66.9915,MG
3254,ABADIA DE GOIAS,177.0,54.0165,2.86441,9.03955,7.34463,62.1469,70.7175,44.6328,20.339,7787.29,3317.97,25.9887,24.8588,GO
3255,JACINTO,757.0,123.473,2.64465,10.0396,0.792602,87.9789,77.7253,60.3699,19.8151,733.27,0.0,1.71731,43.1968,MG
3256,BOM JARDIM DE GOIAS,769.0,216.584,3.09233,3.77113,1.04031,92.8479,76.9052,56.1769,32.3797,3630.77,2779.67,26.788,50.5852,GO
3257,SANTA CRUZ DE SALINAS,877.0,33.5951,2.63968,32.3831,0.4561,66.1346,56.6421,56.2144,5.24515,528.026,0.0,0.798176,69.0992,MG
3258,CAMPO AZUL,447.0,62.8303,2.53915,22.1477,0.447427,71.1409,36.4785,64.877,4.69799,908.417,0.0,19.6868,66.443,MG
3259,NOVORIZONTE,377.0,40.3026,2.56233,29.9735,18.5676,46.6843,18.4686,29.7082,13.7931,591.059,0.0,14.0584,61.2732,MG
3260,ALVINLANDIA,102.0,64.7951,3.21569,3.92157,21.5686,52.9412,45.4243,48.0392,2.94118,2789.26,0.0,40.1961,36.2745,SP
3261,SALTO DA DIVISA,325.0,262.863,2.90462,7.07692,1.53846,91.3846,78.0405,70.7692,3.38462,1032.34,0.0,1.23077,26.7692,MG
3262,ENGENHO VELHO,156.0,27.8253,3.41667,64.1026,1.92308,29.4872,4.33358,12.1795,45.5128,8056.75,3778.77,94.1558,66.0256,RS
3263,JUSCIMEIRA,920.0,168.461,2.53804,6.52174,0.978261,91.1957,57.034,60.2174,27.8261,4386.12,3176.52,34.4565,54.8913,MT
3264,SAO PEDRO DA CIPA,203.0,160.1,2.93103,12.3153,3.94089,76.8473,50.0364,46.798,19.2118,4420.83,3376.27,46.3054,42.3645,MT
3265,SALINAS,1970.0,53.737,3.34315,28.5279,4.06091,63.4518,42.9559,32.6904,24.3655,1780.33,3600.0,13.9665,56.599,MG
3266,PINTOPOLIS,1145.0,59.2923,5.76245,16.7686,0.436681,80.262,43.6652,55.1092,11.2664,1570.05,0.0,17.7293,65.2402,MG
3267,SAO FRANCISCO DE GOIAS,630.0,55.9109,2.15556,7.93651,2.85714,82.2222,77.5018,39.0476,47.7778,1620.38,3844.22,31.4785,50.7937,GO
3268,ALMENARA,1643.0,85.5263,3.13877,28.1802,4.01704,65.003,67.886,42.7876,20.2678,848.903,0.0,5.29519,45.0396,MG
3269,SAPEACU,1760.0,5.68249,2.47841,16.7614,65.9659,16.7614,66.9039,15.2841,1.30682,484.565,0.0,15.3102,56.4205,BA
3270,ARAGARCAS,261.0,171.842,2.98084,6.89655,0.766284,87.3563,66.1405,63.9847,15.3257,2498.46,0.0,14.9425,47.8927,GO
3271,RIACHO DOS MACHADOS,1230.0,59.7249,2.76667,13.3333,1.70732,83.1707,18.1428,46.9919,12.1138,717.254,0.0,10.813,50.3252,MG
3272,CORONEL JOAO PESSOA,278.0,17.8781,4.8705,38.4892,1.07914,55.036,19.3432,25.5396,23.3813,545.544,0.0,47.1014,65.8273,RN
3273,ARACU,221.0,67.4801,2.80995,4.52489,3.16742,86.8778,70.0211,33.0317,39.3665,5549.56,2944.27,13.1222,51.5837,GO
3274,ITABERAI,1917.0,68.0814,3.68336,12.2587,2.71257,82.8378,60.7133,34.5853,40.1148,6280.58,3447.5,25.9259,47.0005,GO
3275,CACHOEIRA DE PAJEU,754.0,63.9925,3.05968,37.5332,2.78515,54.6419,41.3619,43.2361,14.4562,653.966,0.0,0.928382,67.5066,MG
3276,SAO GABRIEL DA PALHA,1732.0,20.4394,4.42032,1.61663,84.1801,12.1247,35.4247,11.3741,7.44804,1406.12,0.0,87.2328,52.3672,ES
3277,JAPONVAR,1033.0,24.7953,3.00678,12.4879,0.387222,69.6031,19.3609,32.4298,16.7473,847.8,0.0,6.03113,69.3127,MG
3278,SAO FELIX,987.0,6.05093,2.47416,43.2624,3.5461,32.3202,70.8951,57.6494,0.607903,1933.13,0.0,3.95538,59.8784,BA
3279,CAPITAO ENEAS,486.0,156.616,4.50206,7.40741,3.29218,84.5679,60.7851,37.6543,29.4239,3267.07,0.0,36.4198,49.177,MG
3280,TRINDADE,723.0,83.1652,3.02213,12.3098,1.93638,77.3167,57.3539,30.4288,38.7275,4225.34,3279.25,12.6389,31.9502,GO
3281,JORDANIA,611.0,64.8127,2.91817,25.5319,1.473,71.8494,84.2585,29.7872,48.7725,1999.39,0.0,3.43699,51.0638,MG
3282,JESUPOLIS,168.0,65.0688,3.28571,10.119,2.38095,80.9524,74.7397,26.7857,55.3571,1987.74,0.0,13.6905,42.2619,GO
3283,LONTRA,567.0,24.6185,3.05644,19.7531,0.352734,59.7884,52.1669,35.097,18.6949,406.833,0.0,14.9912,65.7848,MG
3284,CURRAL DE DENTRO,440.0,88.7746,3.23182,30.0,2.04545,63.4091,29.6369,31.8182,19.5455,1588.1,0.0,4.77273,69.7727,MG
3285,CAMBE,563.0,68.8302,3.22202,59.5027,12.0782,16.341,1.7326,7.63766,3.5524,5451.64,3439.77,67.4956,42.0959,PR
3286,URUCUIA,1334.0,111.746,5.01874,17.5412,0.5997,79.6102,52.6139,73.988,9.22039,2567.73,3120.1,25.8258,58.5457,MG
3287,BANDEIRA,478.0,74.1939,3.13808,10.8787,2.30126,85.3557,78.2859,41.6318,38.9121,795.207,0.0,1.88285,51.046,MG
3288,SAO JOAO DA PONTE,3311.0,43.3451,3.1347,11.4467,0.271821,78.949,57.0178,48.0519,8.24524,510.81,400.0,14.4065,53.881,MG
3289,URUANA DE MINAS,479.0,80.5165,3.11273,31.7328,1.04384,66.5971,69.2029,73.6952,14.1962,5247.07,2617.27,15.8664,61.3779,MG
3290,GLORIA DOESTE,343.0,208.328,2.49271,1.45773,1.16618,96.2099,78.3539,77.2595,16.035,3581.27,0.0,81.6327,50.4373,MT
3291,PEDRA AZUL,671.0,175.151,2.54844,32.0417,3.42772,62.7422,54.6113,45.9016,16.6915,898.232,0.0,3.12966,39.0462,MG
3292,ALCOBACA,1246.0,42.2996,4.26966,54.3339,14.5265,28.4109,38.3296,24.3981,14.4462,791.256,0.0,21.2851,50.321,BA
3293,ITAGUARU,421.0,44.5594,2.43705,5.93824,17.3397,75.772,89.3134,44.8931,28.5036,6767.56,2789.26,25.1781,48.6936,GO
3294,NOVA PORTEIRINHA,500.0,18.6274,5.494,8.6,60.4,24.4,18.2209,12.2,8.8,1483.58,0.0,65.4,49.8,MG
3295,JACIARA,634.0,223.151,3.74763,29.8107,0.630915,53.3123,37.9841,34.2271,15.9306,5996.58,3434.0,34.5426,39.9054,MT
3296,INDIAPORA,201.0,88.6086,3.83085,7.9602,3.9801,84.5771,52.7547,44.7761,39.801,4663.64,1830.64,42.7861,46.2687,SP
3297,GOIAS,2215.0,127.068,3.14357,4.55982,0.677201,93.1377,73.159,50.158,40.8126,6317.61,3109.07,21.3544,47.6298,GO
3298,SAO FRANCISCO,4207.0,42.8245,3.1961,16.6389,0.689327,81.0792,53.2129,37.4376,27.0264,1525.02,0.0,12.1284,65.7951,MG
3299,URUCANIA,233.0,38.9564,11.4678,31.7597,17.5966,42.0601,34.5408,32.1888,21.8884,1611.57,0.0,26.7241,46.7811,MG
3300,POTIRAGUA,299.0,273.093,4.30435,2.34114,0.668896,92.9766,85.2997,71.9064,19.398,7649.09,0.0,3.67893,23.4114,BA
3301,CABECEIRAS,398.0,221.87,3.78643,23.6181,0.753769,72.6131,41.0024,40.9548,27.8894,6268.45,3289.89,35.6784,48.2412,GO
3302,PIRENOPOLIS,2022.0,78.9853,3.0455,8.01187,3.2641,85.5589,62.2101,41.8892,34.7181,6377.4,3393.54,8.6548,47.6756,GO
3303,BERIZAL,266.0,182.319,3.29699,44.3609,1.8797,49.2481,55.3572,38.7218,28.9474,748.36,0.0,28.9474,62.406,MG
3304,JOAO CAMARA,888.0,43.1433,3.72635,23.3108,2.25225,68.2432,27.394,43.4685,13.7387,618.507,0.0,18.602,65.5405,RN
3305,AGUAS VERMELHAS,614.0,109.572,3.86319,47.2313,3.74593,39.4137,24.3555,54.5603,9.60912,791.462,0.0,7.98046,50.9772,MG
3306,CONCEICAO DOS OUROS,367.0,34.8929,2.58856,19.6185,2.7248,76.2943,59.7098,60.7629,27.5204,5981.64,4200.0,29.4278,59.4005,MG
3307,GUARAITA,353.0,45.3048,2.68839,5.38244,0.849858,93.2011,85.5529,41.0765,52.6912,3546.96,0.0,3.96601,49.8584,GO
3308,ITAPIRAPUA,796.0,232.692,3.57286,0.879397,0.125628,98.4925,75.3309,62.5628,31.5327,5310.13,3099.17,54.1457,41.8342,GO
3309,MESOPOLIS,198.0,62.7331,2.82323,12.1212,7.57576,70.202,28.4687,59.596,20.7071,6000.38,1760.45,31.3131,36.3636,SP
3310,DIVISOPOLIS,539.0,89.6323,5.3859,13.5436,30.6122,54.1744,55.4835,39.7032,21.3358,1426.35,0.0,25.974,48.2375,MG
3311,JARAGUA,1834.0,82.6552,3.78299,10.7415,3.87132,83.6423,70.48,39.3675,51.145,5850.89,3842.0,23.8822,39.3675,GO
3312,SANTA FE DE GOIAS,300.0,380.096,2.77333,2.0,0.333333,97.3333,77.3234,79.0,17.6667,4449.29,3309.01,62.3333,45.3333,GO
3313,SERRANOPOLIS DE MINAS,713.0,34.344,2.9439,19.6353,2.6648,72.23,46.278,37.3072,22.8612,682.378,0.0,38.1089,74.1936,MG
3314,RIANAPOLIS,177.0,83.4201,4.72316,9.60452,3.9548,77.9661,58.0218,46.8927,36.7232,2926.59,2888.43,13.5593,39.548,GO
3315,URUANA,727.0,63.6739,3.78542,7.97799,4.12655,84.4567,64.8458,36.8638,50.3439,4804.59,3180.99,19.6699,51.9945,GO
3316,VARZELANDIA,1139.0,32.5766,4.30378,10.6234,0.175593,66.9008,59.2743,42.1422,16.4179,1747.54,0.0,54.5215,69.8859,MG
3317,RIO PARDO DE MINAS,3429.0,42.0395,3.51327,63.5171,3.00379,30.0379,11.9395,28.1132,12.5693,937.12,0.0,19.4574,63.2838,MG
3318,CRISTAIS PAULISTA,444.0,59.9004,7.4482,4.27928,50.0,38.2883,30.0963,43.6937,8.55856,5052.88,3218.23,70.7207,31.5315,SP
3319,CANAVIEIRAS,1560.0,47.0666,2.9,7.30769,52.6282,22.4359,51.9799,35.0641,5.12821,625.0,0.0,4.62131,47.1795,BA
3320,ARINOS,1803.0,154.669,3.42651,15.5851,0.221852,82.3073,54.977,66.112,18.7465,5942.17,3320.85,9.44444,55.2967,MG
3321,COCALZINHO DE GOIAS,717.0,165.56,4.12273,7.39191,1.3947,87.8661,60.6451,54.8117,29.5676,5616.53,3307.33,11.1576,36.1227,GO
3322,MOEDA,130.0,28.2241,2.78462,5.38462,7.69231,86.9231,64.3305,46.9231,43.0769,2020.16,0.0,8.46154,51.5385,MG
3323,ANGICAL DO PIAUI,457.0,19.3911,3.13129,53.8293,1.31291,43.9825,38.3429,38.7309,1.31291,1207.86,0.0,24.5495,36.3239,PI
3324,IBIRACATU,485.0,47.7308,3.42268,13.8144,0.412371,62.6804,44.1629,42.4742,15.8763,515.353,0.0,17.732,76.2887,MG
3325,DOM AQUINO,567.0,269.991,2.92945,7.76014,2.1164,83.2451,46.9358,50.2645,31.746,6582.04,3237.08,51.5901,28.0423,MT
3326,ITARANTIM,926.0,148.303,3.33801,4.21166,0.0,92.9806,88.6602,36.7171,57.5594,6070.89,0.0,2.4838,35.2052,BA
3327,JAPARATUBA,859.0,22.9614,5.91735,42.4913,9.19674,41.0943,38.4111,34.8079,7.45052,837.462,0.0,32.0755,45.7509,SE
3328,IPECAETA,3484.0,8.39063,2.75201,43.5419,0.688863,55.5683,70.8701,28.4443,2.26751,328.831,0.0,17.1371,54.9369,BA
3329,ITAPURANGA,1704.0,56.1951,2.70481,7.51174,1.81925,88.3803,68.5429,38.0282,52.7582,4125.93,3264.89,25.4108,57.8638,GO
3330,OURO PRETO DO OESTE,2159.0,70.5984,3.17323,1.99166,7.0403,88.5595,85.2011,36.73,49.1431,2298.93,0.0,69.2913,59.7499,RO
3331,MIRASSOL DOESTE,1424.0,68.4632,2.82093,6.46067,4.42416,85.6742,68.3638,52.5983,28.6517,2642.27,3594.89,40.5197,55.2669,MT
3332,INDAIABIRA,1265.0,47.9928,2.76206,40.7905,1.73913,52.7273,12.951,44.7431,10.6719,1059.69,0.0,17.7075,60.7115,MG
3333,SAO JOSE DOS QUATRO MARCOS,1568.0,70.2138,2.67538,4.52806,2.8699,90.051,83.3512,67.7296,24.7449,2965.59,0.0,89.3495,61.0332,MT
3334,TAIOBEIRAS,1160.0,69.1122,3.18017,36.1207,1.98276,53.0172,27.9039,28.1034,23.5345,819.226,1200.0,13.4483,66.9828,MG
3335,VERDELANDIA,745.0,191.535,4.82148,21.4765,4.69799,68.0537,59.5044,46.7114,22.4161,2677.03,0.0,60.4027,47.3825,MG
3336,HEITORAI,329.0,45.7525,3.2766,9.72644,7.59878,82.3708,71.9691,30.3951,53.4954,5399.54,3763.28,21.5805,48.6322,GO
3337,MORRO AGUDO DE GOIAS,314.0,77.0222,3.24841,1.91083,0.0,98.0892,72.8036,39.4904,57.9618,4403.39,0.0,13.0573,51.2739,GO
3338,JANAUBA,1585.0,108.131,4.04416,9.02208,12.2397,72.4921,60.4231,33.4385,27.1293,1517.97,4307.91,65.6566,52.3659,MG
3339,VARGEM GRANDE DO RIO PARDO,517.0,73.5528,3.15087,39.6518,2.32108,51.8375,9.64096,48.9362,15.087,1139.54,1500.0,3.48162,59.9613,MG
3340,CERES,454.0,39.6356,2.51542,11.8943,2.86344,82.5991,75.0635,44.4934,42.9515,3895.42,3658.54,19.3833,53.0837,GO
3341,PORTEIRINHA,3241.0,30.1686,3.17093,13.3292,1.57359,81.5489,54.3499,29.6822,33.6933,1113.47,0.0,71.3272,57.5131,MG
3342,PAU BRASIL,1039.0,46.2574,2.66506,9.91338,20.7892,55.3417,63.0848,39.7498,25.8903,710.105,0.0,0.577478,41.1935,BA
3343,MACARANI,344.0,207.104,3.43895,0.581395,2.32558,94.4767,90.0296,38.0814,55.2326,1113.35,0.0,6.97674,26.1628,BA
3344,ARATACA,768.0,27.2817,2.80859,0.911458,92.0573,3.51563,9.35806,5.72917,3.25521,0.0,0.0,14.974,59.1146,BA
3345,PONTAL DO ARAGUAIA,391.0,548.666,3.33504,3.06905,2.8133,90.2813,64.1402,64.1944,11.2532,4733.77,3212.12,35.8056,38.6189,MT
3346,ALAGOINHA DO PIAUI,1908.0,14.6994,2.87369,55.7652,2.98742,38.6268,31.8981,13.522,8.49057,306.747,0.0,5.30741,46.6981,PI
3347,FIGUEIROPOLIS DOESTE,717.0,113.506,2.51464,5.16039,0.27894,93.7238,85.9003,69.0377,21.7573,4795.87,0.0,77.9637,58.5774,MT
3348,CARMO DO RIO VERDE,667.0,64.0989,5.1964,6.5967,2.54873,90.5547,53.6258,34.033,52.9235,4513.7,2295.68,16.6417,39.2804,GO
3349,ENCRUZILHADA,1871.0,51.914,3.82523,29.6633,30.7857,33.8856,62.074,23.891,7.96366,1866.42,0.0,24.1249,41.6355,BA
3350,SAO PATRICIO,291.0,49.1074,3.58763,7.56014,1.03093,90.7216,65.4675,43.9863,50.5155,4362.71,0.0,29.2096,45.0172,GO
3351,CAMACAN,747.0,43.9944,2.85542,4.55154,66.6667,22.3561,34.7874,18.0723,11.9143,447.248,0.0,14.2857,42.7042,BA
3352,SAO JOAO DE MERITI,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RJ
3353,GRUPIARA,82.0,116.313,3.7561,12.1951,1.21951,84.1463,66.1645,53.6585,40.2439,7273.89,3597.82,50.0,46.3415,MG
3354,PEDRAS DE MARIA DA CRUZ,1024.0,119.184,3.5498,11.9141,0.390625,77.4414,50.3466,39.8438,20.1172,552.255,0.0,21.6797,68.5547,MG
3355,MATO VERDE,1113.0,27.7724,2.36208,13.0279,1.25786,81.3118,58.6272,35.5795,33.4232,1387.19,1531.25,47.7948,53.9084,MG
3356,TIBAU,83.0,129.252,37.3735,19.2771,6.0241,72.2892,10.1213,22.8916,26.506,785.947,0.0,23.1707,60.241,RN
3357,POXOREO,1629.0,291.834,3.96133,10.3131,0.982198,84.3462,54.8379,58.6249,22.4678,6529.29,3497.47,55.8082,40.2701,MT
3358,FAINA,1204.0,134.708,2.74003,0.249169,0.332226,99.0864,76.5201,53.1561,41.113,4801.28,0.0,21.5947,45.4319,GO
3359,SANTA ROSA DE GOIAS,255.0,47.2788,2.2902,3.92157,0.392157,92.9412,70.7615,38.4314,47.451,6787.48,3496.07,10.5882,45.4902,GO
3360,SAO GERALDO DO BAIXIO,296.0,79.2836,2.75338,20.9459,0.337838,71.9595,83.5936,19.2568,64.8649,7682.98,0.0,21.6949,63.8514,MG
3361,RIBEIRAO DO LARGO,1598.0,65.7541,2.81539,20.5257,25.7197,51.627,69.6034,32.4781,18.3354,1071.58,0.0,15.4639,44.4931,BA
3362,CATUTI,565.0,36.0411,2.35044,42.1239,0.0,57.6991,62.7805,39.646,13.9823,2967.42,0.0,61.2389,56.8142,MG
3363,RIALMA,239.0,57.0013,4.43933,9.20502,0.83682,85.7741,53.4253,35.5649,47.6987,2027.7,2754.82,32.636,49.7908,GO
3364,TAQUARAL DE GOIAS,296.0,40.0434,2.44932,4.39189,1.68919,93.5811,81.947,26.6892,59.7973,6973.55,2479.34,9.45946,50.3378,GO
3365,INDIAVAI,210.0,267.403,3.53333,7.61905,0.47619,90.0,72.909,54.7619,36.1905,2830.29,0.0,78.5714,49.0476,MT
3366,MATA VERDE,377.0,51.4319,5.72149,7.95756,40.0531,49.6021,72.6742,47.2149,14.3236,1003.95,0.0,36.6048,44.8276,MG
3367,LAMBARI DOESTE,424.0,433.627,4.0566,5.18868,0.943396,91.5094,55.2594,55.8962,27.1226,3099.19,3000.0,71.4623,46.2264,MT
3368,RIO BRANCO,277.0,164.664,1.93863,2.16606,0.0,96.7509,76.5868,72.2022,23.1047,2283.15,0.0,81.2274,46.2094,MT
3369,BAIXA GRANDE,2642.0,31.8579,2.95761,28.539,1.47615,65.8592,75.0905,35.1628,14.0802,457.893,0.0,3.08102,60.1438,BA
3370,JANGADA,546.0,168.734,3.28755,50.3663,3.11355,43.4066,55.1978,52.381,12.0879,3003.55,2773.42,20.3297,50.3663,MT
3371,SAO GERALDO DA PIEDADE,300.0,43.04,2.82667,11.6667,13.0,74.0,77.382,38.3333,46.0,1745.1,0.0,7.66667,50.6667,MG
3372,NOVO BRASIL,461.0,127.727,2.56399,0.650759,0.0,98.4816,75.3454,51.8438,46.4208,1422.98,0.0,50.2174,37.3102,GO
3373,NINHEIRA,1004.0,54.0591,3.17331,40.8367,1.59363,47.9084,12.8231,34.2629,7.96813,635.582,0.0,14.3426,45.9163,MG
3374,ITAPETINGA,672.0,230.742,3.85268,11.6071,4.6131,77.9762,87.5484,41.5179,17.4107,1251.74,0.0,11.6071,27.0833,BA
3375,QUEIMADOS,138.0,5.99531,1.82609,36.2319,9.42029,48.5507,33.1328,16.6667,16.6667,2502.86,0.0,0.0,42.7536,RJ
3376,SAO JOAO DO PARAISO,2695.0,39.2359,2.59258,45.1206,1.78108,50.167,11.3132,48.1262,6.64193,782.482,0.0,3.45212,51.3173,MG
3377,PATIS,389.0,64.5969,2.69923,15.1671,0.257069,83.8046,57.6561,57.3265,12.5964,1105.66,0.0,7.45501,55.7841,MG
3378,CANDEIAS,454.0,12.3208,2.38326,42.9515,12.1145,41.4097,70.6697,33.4802,5.06608,4796.62,0.0,6.63717,39.4273,BA
3379,CANDIDO SALES,1310.0,43.3317,3.21679,47.3282,0.381679,46.2595,31.9986,21.9084,14.2748,605.226,0.0,33.9695,65.8779,BA
3380,PAI PEDRO,1198.0,47.4274,3.06678,19.783,0.33389,72.621,46.0133,33.6394,22.788,739.798,0.0,79.4658,52.5042,MG
3381,CUIABA,1505.0,101.138,2.98405,12.6246,3.05648,76.2126,53.1586,26.5781,21.5282,4139.71,3000.0,17.8738,33.887,MT
3382,MAMONAS,1133.0,16.2937,2.44131,6.17829,0.264784,79.9647,70.0513,52.0741,24.7132,567.103,0.0,59.135,62.6655,MG
3383,JOSE DE FREITAS,3426.0,33.1054,2.95096,34.4133,1.25511,45.8844,22.1142,20.5779,1.75131,1367.2,0.0,24.0653,61.4127,PI
3384,PRUDENTOPOLIS,6625.0,21.6322,2.59109,77.6604,4.13585,13.5094,24.9679,27.9094,16.4679,3784.86,3706.14,85.2519,72.9208,PR
3385,SANTO ANTONIO DO RETIRO,874.0,20.1272,2.89817,43.4783,6.75057,41.762,20.6442,35.0114,22.3112,961.476,0.0,25.0,76.7735,MG
3386,MONTE AZUL,2386.0,23.7243,2.16681,19.1953,1.34116,77.9547,62.2902,40.8634,23.0092,1239.37,800.0,50.7963,50.3353,MG
3387,RUROPOLIS,2660.0,116.504,3.24474,14.8496,17.1805,65.5263,44.7245,64.4361,3.04511,1906.72,3375.0,5.94208,68.9098,PA
3388,ITAITUBA,1597.0,213.633,3.69317,20.3507,4.75892,71.9474,37.4083,71.3212,5.00939,1132.35,0.0,18.4721,58.5473,PA
3389,MATIAS OLIMPIO,765.0,8.77287,2.35425,66.6667,0.392157,19.7386,19.8447,15.4248,0.915033,1126.8,0.0,61.9921,67.3203,PI
3390,MATRINCHA,426.0,253.291,3.11268,4.46009,0.0,95.3052,66.7458,52.3474,30.9859,3959.82,3477.85,29.8824,46.2441,GO
3391,PRESIDENTE FIGUEIREDO,1769.0,111.317,4.78858,20.2374,34.5393,17.0718,6.09915,8.36631,2.76993,3064.63,0.0,31.7128,52.4025,AM
3392,JAPURA,302.0,10.0722,4.31788,49.3377,23.5099,9.93377,2.1451,5.96026,0.0,15700.0,0.0,1.3245,62.9139,AM
3393,MAZAGAO,1169.0,75.4125,4.55004,32.0787,13.5158,4.70488,9.82858,1.36869,0.171086,1897.34,0.0,5.71939,51.1548,AP
3394,PORTO GRANDE,739.0,109.879,3.69689,43.9783,31.2585,13.6671,13.3413,10.9608,1.62382,1424.39,0.0,38.295,51.8268,AP
3395,CHAPADA GAUCHA,955.0,134.665,3.51623,32.5654,0.314136,58.6387,23.9856,44.6073,20.9424,4650.02,2209.28,10.7853,48.9005,MG
3396,SANTA ISABEL DO RIO NEGRO,1149.0,0.5895,3.48738,65.9704,10.0957,0.696258,12.5583,0.78329,0.0,12644.7,0.0,0.277778,59.6171,AM
3397,OIAPOQUE,1136.0,25.412,3.13116,66.3732,5.80986,4.75352,11.5224,2.2007,0.704225,1768.27,0.0,1.24334,50.5282,AP
3398,SAO GABRIEL DA CACHOEIRA,3928.0,2.50162,3.80728,68.3554,3.5387,1.29837,0.0285966,0.280041,0.0,5916.96,0.0,0.715198,58.6303,AM
3399,ARROIO GRANDE,961.0,211.299,3.49948,31.8418,0.312175,67.2216,35.6163,54.0062,17.0656,4133.61,3149.15,40.3344,39.6462,RS
3400,BAGE,1127.0,324.249,3.89796,12.9547,0.709849,82.165,66.4279,71.961,13.3097,4420.21,3016.62,20.8889,39.929,RS
3401,CAMAQUA,2629.0,52.1674,3.04717,81.8182,0.114112,15.7474,30.8781,27.577,39.5588,3764.53,2634.33,84.4808,75.6181,RS
3402,SANTA VITORIA DO PALMAR,632.0,504.192,6.49525,21.8354,0.0,76.424,56.9081,80.538,4.74684,1982.35,2772.38,35.7257,35.9177,RS
3403,PLANALTINA,1341.0,87.9868,3.39523,21.8494,2.60999,60.4773,47.6673,23.5645,21.5511,4199.26,3173.39,25.4288,45.6376,GO
3404,RUBIATABA,872.0,73.6351,3.28899,5.84862,0.344037,91.3991,64.822,43.6927,47.9358,4524.87,0.0,17.7956,52.0642,GO
3405,VITORIA DE SANTO ANTAO,1834.0,11.4293,2.93457,24.5911,27.7535,23.6096,22.1634,22.7917,2.18103,1814.29,0.0,23.4588,64.3402,PE
3406,ITAMBE,1436.0,97.4728,2.66156,20.3343,7.45125,68.3844,80.66,41.2953,21.9359,3180.11,0.0,8.0872,40.4596,BA
3407,PRACINHA,94.0,66.3891,3.40426,8.51064,8.51064,77.6596,75.8629,68.0851,8.51064,4998.67,2066.12,61.7021,37.234,SP
3408,ROSARIO DO SUL,1661.0,236.9,3.42203,16.7971,0.541842,81.5172,66.9334,79.41,8.9705,3699.77,2703.71,17.5937,60.1445,RS
3409,CACEQUI,465.0,441.563,4.05591,31.3979,1.29032,65.5914,59.6919,70.9677,9.46237,3636.84,2892.05,38.9262,37.2043,RS
3410,JULIO DE CASTILHOS,976.0,175.885,3.83709,71.6189,0.0,27.6639,19.2101,44.1598,34.5287,7897.39,3588.68,85.7436,57.1721,RS
3411,SANTIAGO,1496.0,132.681,2.70789,38.0348,0.26738,60.762,72.5145,80.2139,8.68984,5053.89,3330.2,55.906,62.5,RS
3412,TUPANCIRETA,1180.0,174.098,3.49237,68.983,0.0847458,29.5763,20.0153,47.3729,31.5254,8025.32,3543.54,81.5633,65.4237,RS
3413,SAO FRANCISCO DE PAULA,1355.0,171.884,3.58524,18.0074,5.31365,63.1734,52.9959,53.3579,17.9336,6684.42,3592.35,19.4239,51.5867,RS
3414,ITACURUBI,748.0,136.33,2.65508,27.8075,0.13369,71.5241,81.0005,72.0588,16.4438,3088.67,2667.41,30.0945,58.4225,RS
3415,BURITIS,1758.0,212.25,3.63481,23.6064,0.39818,74.4596,43.1143,48.2366,28.1001,7905.45,3474.6,37.884,50.0569,MG
3416,SERRANOS,171.0,92.4896,3.19298,22.807,1.16959,70.7602,52.1958,39.7661,39.1813,7851.9,3731.54,26.6272,38.0117,MG
3417,ZACARIAS,156.0,150.967,3.64103,12.8205,12.8205,68.5897,31.2565,39.1026,26.9231,3711.3,2385.78,36.5385,20.5128,SP
3418,JUSSARI,194.0,155.876,3.7732,3.09278,44.8454,50.5155,81.8377,40.2062,19.0722,0.0,0.0,4.63918,52.5773,BA
3419,BATALHA,735.0,28.8142,3.40544,27.2109,0.544218,71.9728,72.0325,22.585,41.9048,2297.77,0.0,28.4741,39.5918,AL
3420,GOIANESIA,1052.0,112.171,4.15019,7.03422,3.13688,86.1217,59.4158,50.9506,38.7833,4375.37,2991.94,24.2395,48.5741,GO
3421,MIRACEMA,387.0,69.0541,3.03359,2.58398,2.58398,91.2145,71.5314,48.062,39.2765,1694.68,0.0,3.63636,28.1654,RJ
3422,IGARATINGA,448.0,42.6365,2.34821,8.48214,0.0,87.9464,70.7758,56.25,36.6071,2361.41,0.0,6.69643,63.8393,MG
