,municipio,V1,V2,V3,V8,V9,V10,V17,V20,V21,V25,V26,V34,V39,uf
3423,ARAPUTANGA,697.0,196.04,4.01435,4.01722,0.430416,94.5481,76.4682,55.9541,39.7417,3333.42,2622.95,80.7747,48.4935,MT
3424,SANTA ISABEL,516.0,125.002,5.08527,10.2713,2.32558,86.8217,55.8457,52.907,35.8527,3055.4,3718.43,52.7132,47.8682,GO
3425,UNA,1870.0,47.5553,3.11123,15.2406,71.8182,5.24064,17.7876,4.75936,1.01604,0.0,0.0,16.5775,49.3583,BA
3426,ACORIZAL,565.0,88.8906,2.8708,29.5575,9.73451,58.2301,59.0254,48.1416,9.02655,2212.14,0.0,37.5221,58.0531,MT
3427,ROMARIA,196.0,163.461,6.09694,18.3673,37.7551,41.3265,11.8072,19.3878,28.5714,8058.86,3833.23,64.2857,50.0,MG
3428,SARDOA,313.0,27.3693,4.09904,35.4633,2.55591,56.23,52.1083,18.5304,37.3802,1459.42,0.0,1.59744,74.1214,MG
3429,MONTEZUMA,1144.0,42.1842,2.58829,28.8462,0.786713,57.2552,26.7234,51.2238,8.12937,590.487,261.386,2.70979,59.4406,MG
3430,NOVA GLORIA,515.0,46.9892,4.29126,13.5922,3.68932,73.0097,37.0635,29.3204,40.1942,4975.31,3647.53,45.2427,52.6214,GO
3431,JATOBA,853.0,15.789,3.5381,25.9086,3.63423,59.0856,53.6199,19.2263,3.63423,716.074,0.0,1.99531,56.3892,PE
3432,JAIBA,2620.0,69.074,6.60649,17.4046,33.4733,43.8931,55.0041,27.4046,13.0153,5852.43,3300.0,86.1069,48.7023,MG
3433,CAMPO VERDE,1166.0,297.697,6.26844,39.6226,2.91595,45.1973,17.4103,23.4991,19.7256,6082.93,3389.51,66.3808,41.3379,MT
3434,CAPAO DA CANOA,28.0,129.093,3.64286,3.57143,0.0,89.2857,78.5799,60.7143,10.7143,1500.0,0.0,3.84615,28.5714,RS
3435,ITAJU DO COLONIA,307.0,333.452,3.78502,0.325733,2.28013,92.1824,78.1315,68.0782,21.4984,0.0,0.0,16.9381,44.9511,BA
3436,BRITANIA,182.0,800.831,3.22527,2.1978,0.0,97.2527,74.6754,73.0769,13.1868,9000.0,3673.25,44.5055,29.1209,GO
3437,ITACARAMBI,558.0,99.2648,3.31004,28.853,0.716846,67.5627,52.5025,39.7849,10.9319,9205.15,4222.06,10.3943,38.3513,MG
3438,VISTA ALEGRE DO ALTO,111.0,74.2063,39.3874,16.2162,66.6667,11.7117,2.54446,18.018,8.10811,9243.84,0.0,88.2883,44.1441,SP
3439,MARUIM,94.0,87.2232,12.5426,17.0213,6.38298,75.5319,41.2022,51.0638,13.8298,1108.48,0.0,27.957,31.9149,SE
3440,ARAGUAPAZ,669.0,281.73,2.94469,4.63378,0.149477,94.1704,72.0218,57.2496,35.8744,4916.07,2805.57,47.3842,44.3946,GO
3441,SAO DOMINGOS DO CARIRI,332.0,29.0212,2.23795,5.12048,0.903614,90.9639,33.2457,18.0723,32.8313,1420.0,0.0,9.93976,71.0843,PB
3442,ITAPE,322.0,106.392,3.49068,0.621118,17.3913,81.3665,83.6192,53.4161,31.3665,0.0,0.0,21.4286,39.1304,BA
3443,SANTA CRUZ DA VITORIA,215.0,144.239,2.92558,1.39535,15.814,82.7907,81.1024,67.4419,10.6977,700.697,0.0,4.18605,27.4419,BA
3444,COSTA RICA,590.0,665.174,8.02542,14.0678,2.71186,78.6441,34.2991,63.0508,17.4576,6945.24,3742.14,28.4746,30.678,MS
3445,SAO JOAO DAS MISSOES,1205.0,14.0486,4.00415,20.0,0.165975,61.2448,47.9805,47.3029,5.56017,1254.37,0.0,15.9336,64.6473,MG
3446,GUAIUBA,1167.0,13.012,1.95201,61.3539,7.79777,27.7635,16.1709,7.36932,7.45501,641.004,0.0,52.9614,44.9015,CE
3447,CORDEIROS,1371.0,14.6125,2.47702,22.2465,1.23997,71.5536,41.8272,41.5755,14.1503,303.681,0.0,0.145879,70.3866,BA
3448,BUENOS AIRES,419.0,9.92784,3.07399,32.4582,15.5131,34.1289,22.1433,50.8353,1.19332,997.305,0.0,19.8091,62.2912,PE
3449,VILA PROPICIO,854.0,217.937,5.15574,11.7096,2.8103,84.5433,45.349,55.3864,32.2014,4550.7,3432.72,26.4637,36.7682,GO
3450,MIMOSO DE GOIAS,453.0,227.798,3.24503,29.8013,0.441501,67.1082,61.3389,61.1479,17.2185,5506.17,3466.5,38.6313,35.5408,GO
3451,ALTO JEQUITIBA,679.0,16.7539,6.32401,0.589102,97.6436,1.47275,20.1586,6.62739,11.3402,1592.42,0.0,60.8247,69.3667,MG
3452,GAMELEIRAS,944.0,97.4564,2.54237,7.20339,0.317797,90.0424,35.0714,60.5932,18.75,1380.46,0.0,80.0636,58.1568,MG
3453,UBARANA,57.0,347.71,19.4561,15.7895,7.01754,71.9298,9.12412,38.5965,38.5965,3127.34,2476.01,33.3333,33.3333,SP
3454,DOM MACEDO COSTA,507.0,15.7325,2.87771,26.2327,11.0454,59.3688,89.8009,46.5483,2.95858,719.499,0.0,4.14201,48.3235,BA
3455,ITAPACI,698.0,121.258,4.20774,6.44699,0.143266,90.4011,62.363,45.5587,48.8539,6689.6,3897.29,41.9771,33.8109,GO
3456,JURIPIRANGA,171.0,20.6832,3.21053,70.1754,0.0,22.2222,27.538,24.5614,2.92398,868.016,0.0,28.655,63.1579,PB
3457,NOVA ITARANA,647.0,51.04,2.88099,21.6383,14.2195,59.1963,67.2861,33.5394,3.55487,495.413,0.0,1.39535,49.3045,BA
3458,ITAPARICA,86.0,2.04677,2.2907,45.3488,27.907,16.2791,6.9514,17.4419,1.16279,0.0,0.0,2.32558,68.6047,BA
3459,FORMOSO,723.0,193.11,4.01936,39.9723,2.213,53.3887,34.4743,52.9737,18.8105,6646.66,3070.34,23.7898,50.0692,MG
3460,BARRO PRETO,393.0,43.091,4.19338,0.763359,88.2952,10.1781,24.1562,24.6819,10.9415,0.0,0.0,22.1374,41.4758,BA
3461,RESERVA DO CABACAL,267.0,393.747,3.15356,0.749064,0.0,94.7566,36.7603,54.6816,39.3258,2200.08,0.0,61.2782,45.6929,MT
3462,ALFREDO VASCONCELOS,377.0,19.7156,3.74005,8.48806,2.65252,22.5464,44.7762,23.8727,17.7719,3715.27,0.0,72.1485,63.3952,MG
3463,BARRA DO GARCAS,823.0,730.669,4.46294,7.2904,0.243013,89.3074,68.3195,64.3985,16.1604,3665.29,3121.23,20.1946,33.2928,MT
3464,TREMEDAL,2542.0,28.9575,2.87136,25.0197,0.43273,68.0173,39.2422,33.3989,13.3753,338.183,0.0,2.28167,60.3068,BA
3465,BARRA DO CHOCA,1996.0,28.8793,4.38327,9.01804,54.2084,34.6192,52.324,19.7395,10.8216,2673.28,0.0,22.9219,42.6353,BA
3466,VILA BOA,149.0,568.929,5.51678,15.4362,0.0,82.5503,77.3187,78.5235,13.4228,2859.66,0.0,45.6376,34.8993,GO
3467,SANTA EFIGENIA DE MINAS,201.0,39.9412,2.86567,11.4428,2.98507,71.6418,73.6925,28.3582,46.7662,2513.07,0.0,1.49254,81.0945,MG
3468,PINHAO,478.0,23.0308,3.25523,30.7531,0.209205,68.8285,54.094,15.272,16.7364,3465.11,2379.9,34.5188,65.6904,SE
3469,GENERAL SAMPAIO,380.0,13.7723,2.51842,26.5789,1.05263,64.2105,30.6153,23.4211,15.5263,997.107,0.0,48.1579,70.5263,CE
3470,SALTO DO CEU,598.0,243.428,2.55351,2.67559,0.167224,96.3211,72.7357,49.1639,39.7993,6542.07,0.0,56.8562,49.4983,MT
3471,IBICARAI,264.0,55.5556,3.02652,0.378788,33.3333,63.6364,53.9141,60.6061,16.2879,0.0,0.0,7.57576,38.2576,BA
3472,HIDROLINA,453.0,128.104,3.72848,6.62252,1.3245,89.8455,64.8679,49.2274,46.5784,2869.14,3327.39,28.9183,52.0971,GO
3473,ESPINOSA,2988.0,28.892,2.41265,14.5248,1.74029,81.1245,40.6659,35.743,19.1098,774.218,0.0,60.6426,59.3039,MG
3474,ALTANEIRA,562.0,6.4899,3.03203,55.516,0.177936,41.9929,47.2814,7.47331,9.25267,1201.47,0.0,49.0196,57.2954,CE
3475,BARRO ALTO,383.0,207.17,3.98695,7.31071,1.82768,89.5561,56.5219,66.3185,27.9373,4886.18,3476.35,25.3264,49.8695,GO
3476,FLORESTA AZUL,410.0,59.7095,3.26829,7.80488,35.6098,54.6341,68.2479,48.5366,13.6585,0.0,0.0,16.6667,42.439,BA
3477,SAO JOSE DA LAGOA TAPADA,796.0,17.7739,1.93844,42.3367,0.376884,52.3869,62.6245,23.6181,24.7487,344.027,0.0,74.717,53.8945,PB
3478,AGUA FRIA DE GOIAS,647.0,249.228,4.48532,30.1391,2.00927,64.1422,36.6427,43.8949,22.5657,8135.46,3519.69,40.0309,43.8949,GO
3479,SENHORA DO PORTO,286.0,88.0259,3.88811,1.3986,1.3986,95.4545,52.0664,37.0629,60.4895,2294.08,0.0,0.34965,75.8741,MG
3480,CANOAS,40.0,24.9512,3.425,17.5,0.0,20.0,8.80721,17.5,10.0,3250.0,3900.0,45.0,55.0,RS
3481,CONEGO MARINHO,838.0,38.0111,2.99403,36.1575,0.238663,57.2792,35.7314,51.432,3.34129,563.45,0.0,9.43847,65.1551,MG
3482,AXIXA,695.0,2.44019,4.0259,70.3597,4.46043,11.223,5.52163,11.5108,0.0,566.421,0.0,2.6087,65.3237,MA
3483,ARATUIPE,914.0,11.298,5.04814,78.337,8.42451,10.6127,43.333,23.7418,0.656455,0.0,0.0,6.62983,65.0985,BA
3484,BELO CAMPO,1272.0,17.2696,2.65881,50.7075,1.88679,41.9811,35.4458,27.3585,8.96226,813.055,0.0,6.36792,53.2233,BA
3485,BARROCAS,1589.0,7.06432,2.93455,21.7747,8.68471,68.4707,67.8023,25.4877,4.46822,277.233,0.0,0.755668,57.4575,BA
3486,MOZARLANDIA,427.0,400.216,2.33724,0.468384,0.234192,96.4871,80.9587,62.2951,15.2225,4481.13,3099.21,24.5902,21.5457,GO
3487,MARCIONILIO SOUZA,804.0,106.949,3.68905,15.5473,0.497512,80.8458,72.5641,75.0,2.61194,1631.21,0.0,8.70647,50.3731,BA
3488,SANTA RITA DO NOVO DESTINO,467.0,153.102,4.11991,13.2762,1.92719,83.7259,58.7761,44.7537,46.0385,4079.74,3302.25,33.6188,47.1092,GO
3489,MUNIZ FERREIRA,1025.0,8.94774,3.08878,32.878,27.3171,36.878,65.67,38.0488,2.34146,0.0,0.0,8.00395,55.9024,BA
3490,NOVA OLIMPIA,451.0,301.726,4.4235,14.4124,0.886918,84.4789,52.1954,60.5322,17.0732,3518.36,0.0,39.2461,45.0111,MT
3491,BALNEARIO BARRA DO SUL,74.0,43.5437,2.10811,16.2162,6.75676,60.8108,31.221,20.2703,13.5135,1702.08,0.0,9.09091,60.8108,SC
3492,MATIAS CARDOSO,696.0,113.461,6.42672,9.1954,14.7989,63.0747,55.7832,44.9713,11.0632,10662.7,3600.0,66.092,44.1092,MG
3493,DAMIANOPOLIS,338.0,116.673,3.27219,10.355,0.0,87.8698,70.0616,57.6923,21.0059,1495.87,0.0,7.69231,59.1716,GO
3494,NOVA CANAA,2136.0,25.6718,2.89279,12.0318,24.7191,54.7285,82.1595,30.9457,25.1404,975.07,0.0,11.7978,51.7322,BA
3495,SIMOLANDIA,402.0,66.641,3.02488,5.72139,0.497512,92.0398,42.6326,61.194,8.20895,1717.31,3000.0,5.22388,58.4577,GO
3496,PAQUETA,597.0,20.1079,3.82077,42.7136,1.34003,53.6013,53.447,17.5879,16.4154,530.693,0.0,11.3903,51.0888,PI
3497,DENISE,541.0,202.384,5.2403,16.8207,7.7634,75.0462,34.8754,64.695,15.1571,1165.22,3084.17,17.1904,34.9353,MT
3498,CAPINOPOLIS,328.0,151.434,4.92378,50.0,2.43902,42.378,23.609,31.0976,21.3415,5193.95,3445.22,61.3497,39.3293,MG
3499,ESTEIO,1.0,450.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,RS
3500,IGUAI,2013.0,33.6249,2.61053,15.2509,26.5276,50.4719,77.9079,32.2901,27.7198,661.824,0.0,10.597,46.3984,BA
3501,BURITINOPOLIS,222.0,85.6198,3.71171,11.2613,0.0,87.3874,48.793,62.1622,18.9189,932.351,0.0,18.4685,52.7027,GO
3502,NOVA COLINAS,343.0,106.578,3.97668,23.0321,0.874636,72.5947,51.7015,84.5481,6.99708,4840.82,2992.05,51.6035,58.309,MA
3503,GUARINOS,478.0,99.5958,2.42259,2.71967,0.209205,96.8619,74.7715,65.8996,29.4979,2158.58,0.0,26.9874,57.9498,GO
3504,COARACI,362.0,60.7283,3.22652,2.48619,72.6519,23.2044,48.1431,25.1381,15.1934,1909.09,0.0,28.1768,37.8453,BA
3505,BONITO DE MINAS,1276.0,145.475,3.09718,42.5549,0.15674,30.9561,17.5045,52.5078,3.99687,835.177,0.0,3.45369,60.815,MG
3506,LAGOA DE ITAENGA,709.0,5.43484,3.35261,37.6587,5.50071,33.9915,19.1665,36.9535,1.26939,762.712,0.0,27.1693,64.457,PE
3507,SITIO DABADIA,440.0,304.22,4.08864,14.5455,1.81818,82.5,38.571,68.4091,17.0455,6223.85,2613.7,11.8182,40.0,GO
3508,ITAJUIPE,632.0,37.8584,3.81171,1.89873,85.6013,10.6013,19.5043,14.557,12.9747,1856.06,0.0,20.2853,23.7342,BA
3509,URANDI,2076.0,25.5463,2.70039,12.4759,4.28709,82.9961,60.1378,28.131,33.3815,513.28,0.0,80.1928,70.2312,BA
3510,ILHEUS,3559.0,29.8487,3.28913,18.404,66.9008,7.69879,17.5501,9.32846,3.7932,1200.0,0.0,16.0438,44.5631,BA
3511,ESTRELA DO NORTE,135.0,192.939,2.99259,6.66667,0.0,93.3333,69.3137,50.3704,44.4444,2308.17,2396.48,16.2963,28.1481,GO
3512,URUCUCA,1376.0,29.6186,3.36119,2.8343,91.2791,4.65116,13.0118,6.39535,2.8343,1213.62,0.0,22.6744,41.5698,BA
3513,FEIRA DA MATA,1184.0,64.2912,2.78209,13.1757,0.253378,85.8953,52.9897,60.1351,9.03716,1874.94,0.0,75.9291,49.2399,BA
3514,SANTA TERESINHA,339.0,54.048,3.60177,24.4838,0.589971,67.5516,25.9056,19.174,49.5575,486.653,0.0,72.5664,51.3274,PB
3515,TRAJANO DE MORAES,1101.0,42.1149,2.2861,8.26521,28.7012,44.1417,56.4631,28.5195,18.0745,3649.77,0.0,28.4412,53.7693,RJ
3516,SANTO ANTONIO DO LESTE,121.0,2224.57,16.9008,42.9752,0.826446,52.0661,23.0832,42.9752,14.0496,6305.25,3410.58,58.6777,36.3636,MT
3517,ITAPITANGA,323.0,106.196,2.64706,3.09598,61.3003,35.6037,73.0365,36.5325,8.04954,396.286,0.0,19.5046,54.7988,BA
3518,SAO FRANCISCO DO PIAUI,1210.0,31.062,2.46446,56.1157,0.0826446,43.3058,40.7837,16.4463,14.5455,869.537,0.0,8.59504,73.8843,PI
3519,MANGA,1006.0,95.1122,3.29423,16.2028,0.198807,78.4294,44.8133,60.1392,18.5885,1839.96,2000.0,41.2525,53.4791,MG
3520,SAO FELIX DE MINAS,302.0,37.5654,2.72517,10.596,5.96026,82.7815,81.0967,32.1192,54.3046,1940.78,0.0,14.2384,52.9801,MG
3521,TEOFILANDIA,1961.0,12.4893,3.62927,24.7833,3.41662,69.8113,69.3279,29.6277,9.02601,279.423,0.0,9.4898,64.5079,BA
3522,ARENAPOLIS,284.0,103.605,3.33451,16.1972,3.87324,73.2394,62.2658,51.4085,22.5352,3382.13,3171.6,55.6338,45.7746,MT
3523,IUIU,1096.0,105.868,2.36314,26.3686,0.456204,71.7153,70.5525,38.8686,31.1131,1087.4,200.0,55.292,46.8978,BA
3524,IBICUI,1061.0,85.8872,3.05655,15.5514,14.4204,60.0377,78.8501,24.8822,25.2592,1014.67,0.0,16.5085,53.2516,BA
3525,ITACARE,2606.0,17.8901,2.59517,9.13277,80.5449,4.79662,13.379,5.10361,0.729087,773.218,0.0,15.7006,40.7521,BA
3526,SOLEDADE,960.0,43.7373,2.725,16.875,0.520833,82.0833,16.258,35.2083,18.9583,0.0,0.0,0.416667,71.6667,PB
3527,EMBU DAS ARTES,27.0,11.0626,4.40741,7.40741,3.7037,18.5185,16.3581,11.1111,0.0,0.0,0.0,55.5556,22.2222,SP
3528,SEBASTIAO LARANJEIRAS,1404.0,80.9215,2.71154,25.7123,7.40741,64.6011,35.6996,34.0456,17.3077,3750.18,0.0,85.531,60.6125,BA
3529,AURELINO LEAL,378.0,92.7105,3.83598,2.1164,58.9947,36.2434,59.3155,40.2116,8.46561,6000.0,0.0,20.6349,48.9418,BA
3530,ALVORADA DO NORTE,363.0,223.239,3.35813,14.6006,0.550964,78.2369,55.2959,69.9725,15.1515,5498.14,3184.93,12.9477,51.2397,GO
3531,SANTO AFONSO,385.0,309.33,3.15065,4.41558,0.25974,94.2857,63.903,64.4156,23.8961,5711.83,3273.74,40.7792,44.9351,MT
3532,PINDAI,2512.0,15.6834,3.1879,20.1831,0.318471,76.6322,57.5737,45.1433,28.1847,691.19,0.0,79.6576,75.0796,BA
3533,CONQUISTA DOESTE,204.0,498.737,3.55882,5.39216,0.490196,92.1569,44.1014,45.5882,42.1569,5672.94,3150.23,64.6766,52.451,MT
3534,CANDIBA,1917.0,12.6758,2.4048,29.6818,1.30412,66.5623,62.9107,31.0381,22.4309,771.446,0.0,69.9009,57.277,BA
3535,NOVA AMERICA,260.0,63.1333,2.36154,7.69231,1.53846,88.8462,72.3803,49.6154,44.6154,2969.68,0.0,6.53846,48.0769,GO
3536,JUVENILIA,445.0,136.667,3.2427,21.3483,1.1236,73.2584,43.0168,61.1236,12.3596,4216.45,0.0,72.3596,52.5843,MG
3537,MENDES PIMENTEL,562.0,47.5863,3.4395,11.5658,0.533808,86.4769,85.5238,39.5018,50.7117,2125.94,0.0,8.18505,63.7011,MG
3538,MARI,727.0,13.6506,3.84594,60.2476,2.33838,28.6107,55.7478,45.392,3.57634,801.25,0.0,21.7631,62.0358,PB
3539,BOM JESUS DA SERRA,1570.0,13.3366,2.47516,25.7325,0.382166,44.7134,51.1178,24.0127,7.38854,455.029,0.0,5.28662,48.2166,BA
3540,SANTA LUZIA DO ITANHY,1172.0,16.9592,2.95307,32.9352,41.041,24.1468,51.5249,25.5119,3.83959,2373.84,0.0,29.5474,58.8737,SE
3541,MONTALVANIA,1211.0,67.7031,3.4583,13.2122,0.495458,84.3105,49.6233,68.5384,3.79851,3799.42,0.0,75.4748,33.6086,MG
3542,DARIO MEIRA,936.0,39.421,2.97115,14.7436,52.9915,31.0897,60.7239,34.2949,14.9573,221.558,0.0,4.70085,39.3162,BA
3543,BOA NOVA,2080.0,26.9589,2.38221,29.8558,12.0192,51.1058,33.9704,24.6154,6.00962,342.881,0.0,2.99517,46.9231,BA
3544,PEDRO ALEXANDRE,1788.0,37.4268,4.34732,23.9374,0.167785,65.2685,65.9369,28.1879,32.8859,3838.33,0.0,22.6277,50.3915,BA
3545,MORTUGABA,1887.0,17.5057,3.02173,13.9905,0.63593,83.2538,62.3049,43.6142,16.0042,376.997,240.0,3.55061,67.0376,BA
3546,ITORORO,490.0,55.8608,2.66327,3.46939,31.2245,59.1837,72.9841,31.6327,29.7959,782.179,0.0,28.7755,41.8367,BA
3547,MAMBAI,371.0,58.6391,3.30189,19.9461,0.269542,77.3585,71.7159,22.9111,47.7089,898.479,1500.0,8.62534,43.1267,GO
3548,NOVA IGUACU DE GOIAS,297.0,183.521,3.67003,4.3771,0.3367,94.9495,70.0026,52.862,45.1178,3558.86,2800.0,48.4848,58.5859,GO
3549,PILAR DE GOIAS,554.0,141.677,3.15884,0.902527,0.180505,98.917,76.701,60.6498,35.5596,2379.5,0.0,22.0217,55.2347,GO
3550,GONGOGI,251.0,89.3231,4.07171,12.749,39.4422,44.2231,66.5223,52.5896,10.757,382.409,0.0,11.1554,41.4343,BA
3551,NORTELANDIA,446.0,364.764,3.14798,13.0045,6.27803,78.2511,21.9881,61.435,17.0404,4286.9,3062.84,58.9686,40.8072,MT
3552,SAO CRISTOVAO,946.0,17.4354,3.24101,24.2072,6.13108,55.1797,54.1122,28.9641,10.6765,2060.91,0.0,42.2222,50.0,SE
3553,ITAGIBA,956.0,79.2893,3.86192,9.20502,32.113,49.477,72.3445,40.1674,19.3515,1640.41,0.0,26.0733,39.5397,BA
3554,ARACATU,3017.0,28.1707,3.12595,26.6158,0.762347,54.6238,42.1101,31.3888,15.2469,420.124,0.0,52.1883,56.0822,BA
3555,CAMPOS VERDES,173.0,241.404,2.87861,1.15607,0.0,97.6879,72.693,76.8786,22.5434,2419.75,0.0,19.0751,52.0231,GO
3556,SANTA TEREZINHA DE GOIAS,655.0,151.129,3.56489,4.42748,0.0,92.5191,73.1976,64.8855,32.3664,3648.58,3527.57,33.4869,46.5649,GO
3557,COREMAS,667.0,28.944,1.9925,2.84858,0.449775,94.3028,19.3006,37.0315,39.7301,575.254,0.0,1.1994,34.9325,PB
3558,CAETANOS,1873.0,25.5281,2.9653,20.662,3.09664,59.7971,50.2377,25.5739,16.0171,516.353,0.0,25.8685,62.6268,BA
3559,BRUMADO,4600.0,21.4898,2.4987,31.7391,10.8696,51.7174,43.0609,25.7826,13.0,637.068,0.0,45.0925,58.7391,BA
3560,CAMPO LARGO,2233.0,28.8056,2.1227,38.558,3.94089,43.305,15.2182,18.2714,13.8827,4853.28,3428.63,35.0247,63.8603,PR
3561,ALTO HORIZONTE,223.0,197.797,2.40807,10.7623,0.44843,84.7534,76.6052,58.7444,34.5291,3197.27,3240.0,26.4574,42.1525,GO
3562,TANGARA DA SERRA,1565.0,213.136,4.03259,11.5655,9.07348,74.8882,40.9082,53.2268,19.0415,5394.3,3196.13,42.3642,45.8147,MT
3563,NOBRES,656.0,377.526,3.09756,17.378,2.7439,77.439,38.6242,65.0915,11.4329,4812.38,3023.17,23.7805,40.2439,MT
3564,UIRAPURU,410.0,268.215,3.58537,1.95122,0.0,97.561,74.606,83.9024,15.122,3647.79,0.0,31.9512,39.7561,GO
3565,MARAU,2212.0,20.2888,3.13517,14.2857,79.7016,3.3906,12.5711,6.01266,0.813743,766.687,0.0,22.5588,46.6546,BA
3566,ITAGI,566.0,39.391,3.62191,12.7208,65.0177,18.5512,51.1132,22.0848,12.7208,2020.53,0.0,7.59717,47.8799,BA
3567,ITAMARI,776.0,18.4242,2.68557,1.54639,92.7835,4.38144,38.3716,10.9536,1.41753,650.169,0.0,9.66495,53.7371,BA
3568,ALTO PARAISO DE GOIAS,385.0,260.319,4.14545,27.5325,1.81818,60.0,37.277,39.2208,23.8961,5748.27,3201.58,13.577,49.0909,GO
3569,IBIRATAIA,941.0,29.803,3.32094,3.1881,84.9097,9.13921,28.8824,19.8725,2.86929,0.0,0.0,17.6408,42.933,BA
3570,LARANJEIRAS,263.0,55.2464,7.27757,17.1103,4.18251,42.5856,25.8846,31.5589,5.70342,3969.76,0.0,10.6464,51.3308,SE
3571,MARAVILHA,982.0,18.0559,3.63747,39.5112,0.0,59.6741,69.7556,35.0305,24.0326,522.366,0.0,13.6595,74.8473,AL
3572,MARA ROSA,771.0,184.462,3.20493,7.26329,0.259403,91.4397,71.8884,58.4955,35.4086,2842.54,2931.22,15.1751,58.4955,GO
3573,DIADEMA,16.0,0.0523125,1.25,6.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,SP
3574,CRISTALANDIA DO PIAUI,789.0,64.4956,6.46134,35.1077,0.760456,56.0203,34.1072,65.1458,5.44994,1032.79,0.0,26.616,60.4563,PI
3575,TANHACU,2737.0,28.6479,2.73438,28.4618,10.6321,44.6474,46.0473,29.5944,19.4739,1164.8,0.0,60.3022,61.0888,BA
3576,SAO PAULO,550.0,19.917,4.02727,6.72727,5.81818,27.2727,4.19808,4.18182,6.54545,2327.95,0.0,26.2295,46.1818,SP
3577,MOGI DAS CRUZES,1379.0,22.3657,4.67803,4.20595,13.198,10.1523,13.2354,2.61059,2.61059,2918.38,5000.0,63.3793,38.2886,SP
3578,AMARALINA,636.0,176.906,3.70283,7.54717,0.314465,90.8805,70.493,60.2201,30.3459,2652.62,2945.11,17.4528,56.761,GO
3579,JITAUNA,1023.0,20.5391,2.73412,9.57967,74.6823,13.001,44.2049,19.7458,8.3089,552.088,0.0,25.6109,33.7243,BA
3580,AGUA BRANCA,2122.0,9.16367,3.3459,56.6918,0.70688,38.1715,63.0015,32.705,6.3148,385.073,0.0,0.612918,81.7154,AL
3581,ITUACU,2652.0,18.3834,3.63914,19.0422,43.7029,26.1312,28.0659,15.6486,15.1207,1576.7,0.0,43.5227,65.6863,BA
3582,EMBUGUACU,105.0,14.261,4.45714,3.80952,3.80952,29.5238,14.849,4.7619,7.61905,3812.32,0.0,46.6667,41.9048,SP
3583,SANTA BRANCA,94.0,154.707,4.37234,4.25532,4.25532,74.4681,41.6199,50.0,30.8511,495.868,0.0,21.978,28.7234,SP
3584,DOM BASILIO,2053.0,10.9213,1.78714,7.35509,42.8154,42.0848,62.8188,21.8217,19.5811,719.907,0.0,54.0039,66.5855,BA
3585,TEOLANDIA,1931.0,12.9629,3.52563,9.94304,86.7944,2.84827,29.8709,3.57328,0.569653,514.286,0.0,27.4469,49.5598,BA
3586,SANTA ISABEL,304.0,29.0098,3.0625,5.92105,11.5132,59.5395,57.2722,21.0526,29.6053,1887.27,0.0,12.2112,39.8026,SP
3587,ITUBERA,1540.0,15.4384,3.11494,1.94805,91.6883,0.779221,0.783173,0.844156,0.12987,180.18,0.0,35.974,45.7792,BA
3588,CATURAMA,1797.0,17.4004,2.63717,24.9861,0.500835,72.3984,67.7694,52.6433,19.0874,777.752,0.0,19.8108,64.0512,BA
3589,SILVA JARDIM,686.0,89.5627,2.89504,18.5131,15.3061,61.2245,56.3649,40.2332,15.5977,3488.72,0.0,4.37318,43.2945,RJ
3590,CAMPINORTE,574.0,184.12,2.9878,5.92335,0.0,92.6829,58.9963,72.6481,23.3449,5681.88,3238.9,14.6341,41.9861,GO
3591,IGAPORA,1410.0,27.5466,3.10355,17.5887,0.851064,77.8014,37.8739,31.5603,24.9645,1683.85,0.0,46.8085,72.1277,BA
3592,DIVINOLANDIA DE MINAS,229.0,42.3013,3.131,25.3275,2.62009,56.7686,42.5312,17.4672,47.5983,1585.37,0.0,5.67686,67.6856,MG
3593,TEIXEIROPOLIS,738.0,54.5279,3.13279,2.84553,2.43902,92.2764,89.8266,34.5528,58.6721,5242.31,0.0,72.8997,71.8157,RO
3594,CASIMIRO DE ABREU,291.0,115.442,3.57045,16.1512,26.8041,55.6701,56.6496,32.646,25.4296,2922.16,0.0,26.9896,56.3574,RJ
3595,CONTENDAS DO SINCORA,347.0,100.085,3.15562,12.1037,56.4841,26.8012,50.2353,27.0893,11.2392,907.651,0.0,28.2421,46.6859,BA
3596,VICENTINA,409.0,54.0832,3.28362,30.5623,0.488998,66.2592,45.4281,38.3863,29.3399,4970.0,2458.32,37.6528,48.4108,MS
3597,NILO PECANHA,1660.0,10.7959,3.32289,1.20482,90.1807,0.722892,7.49426,3.19277,0.120482,1329.27,0.0,21.3253,53.3735,BA
3598,TAPEROA,1678.0,11.9354,3.04112,10.3099,85.8164,1.1919,8.01929,5.84029,0.0595948,781.832,0.0,26.758,41.4184,BA
3599,MUTUNOPOLIS,438.0,185.503,3.55708,5.02283,0.0,94.2922,76.2898,54.3379,44.0639,7128.92,3003.32,36.758,54.3379,GO
3600,TERESINA DE GOIAS,165.0,283.327,3.64242,41.8182,3.63636,49.0909,27.0601,40.6061,28.4848,2283.31,0.0,0.613497,53.3333,GO
